1547289817.000000, 1547289817.000000, 1547289817.000000
32.000000, 32.000000, 32.000000
45,-18,44
41,-17,38
40,-17,33
38,-14,29
38,-11,30
36,-5,31
47,0,32
44,-5,30
44,-6,27
45,-7,24
87,-8,48
111,-3,70
35,-16,5
51,-13,16
65,-13,23
61,-13,19
58,-16,15
62,-20,16
63,-20,23
50,-15,19
56,-16,22
54,-14,21
56,-15,18
57,-15,17
58,-16,15
57,-17,15
61,-19,13
58,-18,11
61,-19,10
60,-18,10
62,-19,7
57,-16,10
58,-16,11
58,-17,11
58,-17,11
57,-17,12
58,-17,11
59,-18,11
58,-18,10
59,-18,10
60,-19,10
56,-18,11
60,-18,9
60,-18,9
60,-18,8
57,-18,10
59,-18,9
60,-17,9
59,-17,10
58,-16,10
59,-16,8
60,-17,10
59,-16,10
60,-15,8
60,-14,10
57,-12,10
61,-15,9
61,-16,10
59,-18,9
60,-20,7
59,-16,11
60,-16,11
59,-16,14
56,-15,16
56,-14,17
59,-16,15
60,-16,15
58,-16,14
59,-16,14
59,-16,14
58,-16,16
57,-15,16
59,-15,14
58,-15,14
60,-16,14
59,-16,14
57,-15,16
59,-16,14
58,-15,14
58,-16,16
57,-15,16
59,-16,14
60,-16,15
58,-15,16
58,-16,15
58,-15,16
58,-15,16
59,-16,15
58,-15,15
58,-15,15
58,-15,15
60,-16,15
60,-16,10
53,-14,21
58,-15,15
60,-16,10
62,-16,10
61,-16,10
59,-16,11
60,-16,11
59,-16,10
60,-16,11
58,-16,12
59,-15,11
59,-16,11
59,-15,10
59,-16,11
59,-16,11
59,-16,11
58,-16,11
59,-16,11
59,-16,11
59,-16,10
60,-16,10
59,-16,10
59,-16,11
59,-16,10
59,-16,10
59,-16,10
59,-16,10
59,-17,10
59,-17,10
59,-17,10
59,-16,9
59,-16,9
59,-16,10
60,-17,9
59,-17,9
59,-17,9
59,-17,9
59,-17,9
59,-17,8
59,-17,8
59,-18,8
59,-18,8
58,-18,9
59,-18,9
59,-18,9
59,-17,8
59,-17,9
58,-17,9
59,-17,8
59,-17,9
59,-17,8
60,-18,8
59,-17,8
59,-17,9
59,-18,9
59,-18,9
59,-17,8
59,-18,8
59,-18,8
59,-18,8
58,-18,8
59,-18,9
59,-18,8
59,-18,8
59,-17,8
59,-17,8
59,-18,8
59,-18,8
59,-18,8
59,-18,9
59,-18,8
59,-18,8
59,-18,9
59,-18,8
59,-18,8
59,-18,8
59,-18,8
59,-18,8
59,-18,9
59,-18,8
59,-18,8
59,-18,8
59,-18,9
58,-18,9
59,-18,9
58,-18,9
59,-18,9
59,-18,9
59,-18,9
59,-18,8
59,-18,8
59,-18,9
59,-18,8
58,-18,9
59,-17,9
59,-18,8
59,-18,9
59,-18,9
59,-17,9
59,-17,9
59,-18,8
60,-18,9
59,-17,9
59,-17,9
58,-17,9
59,-17,9
60,-17,9
59,-16,10
58,-16,10
59,-16,9
59,-15,10
60,-16,10
60,-17,10
59,-17,10
59,-16,10
59,-15,10
59,-16,11
59,-16,10
59,-15,9
59,-14,10
60,-15,10
59,-17,10
59,-17,10
59,-15,11
60,-14,11
60,-16,11
59,-16,10
59,-16,11
59,-15,10
60,-16,10
60,-16,10
61,-16,10
62,-16,10
59,-16,12
58,-16,14
57,-16,14
57,-16,15
58,-16,15
58,-16,14
59,-15,14
60,-15,14
59,-16,14
58,-16,14
60,-15,14
58,-15,15
57,-15,15
58,-16,16
57,-15,16
60,-15,16
58,-15,16
57,-15,16
59,-16,17
57,-15,17
58,-16,17
58,-16,16
57,-15,18
57,-16,18
58,-16,17
58,-15,16
58,-14,19
56,-14,17
60,-15,18
59,-15,15
61,-16,14
56,-14,16
58,-13,18
56,-14,18
58,-15,19
56,-15,18
58,-15,17
58,-15,17
59,-15,16
59,-15,16
58,-14,16
57,-15,17
58,-15,17
58,-16,16
58,-15,16
59,-16,16
58,-16,16
57,-16,17
57,-15,17
58,-16,17
58,-16,16
57,-15,17
58,-15,16
58,-16,16
58,-16,17
58,-15,16
58,-16,17
57,-16,17
58,-15,16
57,-16,16
58,-16,17
58,-16,15
59,-15,16
58,-16,17
57,-16,17
57,-15,16
58,-15,16
58,-16,16
57,-16,16
58,-16,16
58,-15,16
58,-16,16
58,-16,16
57,-16,16
58,-16,16
58,-16,16
58,-16,16
58,-16,16
58,-15,16
58,-15,16
58,-16,16
58,-16,15
58,-15,16
58,-15,16
59,-16,16
58,-16,16
58,-15,16
58,-15,16
58,-16,16
58,-16,16
58,-16,16
59,-16,16
58,-15,16
57,-16,16
56,-16,17
59,-15,18
57,-13,16
58,-14,14
60,-11,16
56,-11,13
61,-18,15
64,-17,11
59,-13,5
61,-13,4
71,-10,-5
69,-6,1
62,4,10
57,14,-5
45,21,-6
36,17,2
37,10,3
26,0,12
22,-3,29
21,-9,52
30,-18,52
127,-45,127
113,-41,101
-38,-13,45
-58,15,2
-11,20,17
40,34,64
44,35,76
64,24,64
26,25,26
28,30,34
34,30,61
32,30,61
22,24,51
18,22,51
17,19,58
20,17,59
27,14,56
28,12,55
29,11,56
30,11,55
30,13,54
31,16,54
31,17,54
29,19,54
27,20,54
27,20,55
28,19,55
29,18,54
29,16,55
28,16,55
28,15,56
28,15,55
28,16,54
30,16,55
30,16,54
29,17,54
28,17,55
27,17,55
27,17,55
28,17,55
29,16,55
28,16,55
28,17,54
28,17,55
28,16,55
28,16,55
28,16,55
28,16,55
28,17,55
28,17,55
28,17,54
28,17,55
28,17,55
28,17,55
28,17,55
28,16,55
28,16,55
28,16,55
28,17,55
28,17,55
28,17,55
28,17,55
28,17,55
29,16,55
28,16,55
28,16,54
28,16,54
28,17,55
29,17,55
28,17,55
27,17,55
28,17,55
28,16,55
29,16,55
28,16,55
29,16,55
28,17,55
28,17,55
29,17,55
30,18,55
29,17,55
28,17,53
27,16,55
27,16,57
27,15,56
25,16,56
26,15,56
28,16,54
28,18,55
27,18,55
28,18,55
26,18,55
28,17,55
28,17,55
29,16,54
29,16,55
28,15,56
28,15,55
27,16,55
28,16,55
30,16,55
28,17,55
28,17,55
28,16,55
28,16,55
28,16,55
28,16,55
30,16,55
30,15,54
29,16,55
29,16,55
29,16,55
29,16,55
28,16,55
26,16,56
27,16,56
25,17,58
24,16,54
25,16,53
30,17,57
29,17,56
27,16,53
27,16,57
30,16,59
19,14,58
21,16,54
30,16,54
35,19,58
37,22,57
30,21,54
35,22,61
41,29,67
31,27,59
-16,17,53
-24,11,53
8,11,75
-2,7,74
-20,7,68
-13,6,52
7,4,57
26,1,63
18,2,58
13,2,49
22,3,49
29,3,47
33,4,46
32,5,49
27,8,53
27,8,50
32,10,47
38,13,59
40,-6,31
67,-18,14
62,-21,7
85,-19,20
87,-13,38
61,-11,37
52,-9,29
66,-3,32
58,5,44
54,8,47
48,10,40
45,10,36
59,2,35
61,-2,36
56,-10,31
61,-13,30
55,-16,31
47,-14,29
40,-14,26
50,-15,33
60,-15,34
54,-15,26
46,-12,23
36,-8,24
57,-6,31
54,-7,27
39,-8,15
55,-8,19
74,-8,24
97,-1,38
102,11,38
80,10,28
47,5,31
25,5,34
18,1,38
29,14,63
29,15,75
-8,17,71
-6,4,46
17,-11,29
48,-5,67
37,-17,62
37,-23,35
34,-15,28
44,-21,51
48,-17,68
-14,-13,55
-25,-10,49
18,2,74
57,24,63
73,34,44
47,44,40
78,32,56
44,17,55
28,14,53
25,13,35
50,18,35
58,20,38
69,12,31
64,9,29
51,2,27
56,-1,16
58,-10,20
55,-7,23
46,-2,28
61,6,24
72,9,24
64,12,26
62,3,23
70,8,17
59,11,23
55,13,28
60,13,22
62,14,23
62,15,30
58,15,29
53,10,25
56,10,27
50,11,32
47,12,35
46,13,35
51,13,39
55,14,40
56,16,36
54,18,34
50,19,30
50,18,27
49,16,24
43,14,35
40,14,48
30,0,65
27,0,71
19,8,63
25,14,52
43,20,46
40,16,47
36,15,54
30,13,56
30,12,51
32,16,49
30,15,51
36,14,54
41,12,54
30,9,50
18,11,57
29,7,63
42,7,63
33,9,54
13,10,55
8,13,47
15,17,62
27,13,59
33,9,55
34,5,54
32,6,55
34,9,57
34,10,56
32,9,54
32,8,53
31,8,54
33,7,55
34,7,54
34,7,53
33,7,53
33,7,54
33,7,54
33,7,54
34,7,54
34,7,53
33,6,53
33,6,53
34,7,53
35,7,53
35,5,53
37,5,54
57,8,66
10,13,60
56,8,73
60,-12,63
40,-13,57
9,-8,45
6,5,47
-16,-10,28
45,-8,9
104,-4,32
33,11,-8
18,-17,-5
25,-5,4
47,-7,10
69,2,21
69,2,21
66,-2,20
71,-18,18
71,-26,17
75,-22,19
69,-12,15
54,-9,0
56,-7,3
70,-9,18
86,1,61
85,-13,53
127,-29,45
124,-36,38
67,-6,23
49,-13,16
12,-27,14
0,-32,11
-16,-64,-15
14,-66,-9
28,-40,28
57,1,-36
126,3,-39
60,15,-59
19,20,-42
33,9,-19
14,-2,-31
5,-7,-36
4,-17,-33
14,-20,-25
61,-28,-2
94,-25,16
111,-34,-7
127,-59,-10
124,-14,-9
51,-13,-31
43,-13,-20
23,-23,-32
32,-20,-41
72,-13,-29
70,-14,-26
46,-10,-29
39,-1,-26
46,-4,-23
58,-16,-32
67,-12,-43
63,-16,-42
59,-16,-35
49,-15,-27
46,-12,-27
51,-11,-31
56,-9,-34
55,-8,-34
51,-6,-31
50,-6,-32
51,-8,-34
51,-8,-34
50,-9,-34
52,-10,-35
53,-11,-35
51,-11,-34
49,-11,-34
50,-12,-35
53,-13,-37
52,-13,-37
49,-12,-35
47,-10,-33
41,-5,-28
20,2,-30
59,-25,-62
49,-21,-48
45,-9,-31
46,-10,-26
47,-12,-28
53,-9,-38
57,-8,-39
53,-8,-33
46,-5,-30
53,-7,-32
56,-9,-34
53,-8,-32
51,-7,-31
49,-9,-31
54,-11,-34
53,-11,-34
51,-11,-34
52,-10,-35
50,-9,-35
50,-9,-36
51,-10,-35
