1547289817.000000, IBI
55.143149,0.671906
55.830681,0.687531
56.580715,0.750034
57.330749,0.750034
58.143286,0.812537
58.924572,0.781286
59.705858,0.781286
60.487144,0.781286
61.221552,0.734409
61.924710,0.703157
62.643492,0.718783
63.284147,0.640654
63.987304,0.703157
64.674835,0.687531
65.393618,0.718783
66.174904,0.781286
69.956327,0.765660
70.690736,0.734409
71.456396,0.765660
72.237682,0.781286
73.034593,0.796911
73.831505,0.796911
74.581539,0.750034
75.331573,0.750034
76.034730,0.703157
76.691010,0.656280
77.347291,0.656280
78.003571,0.656280
78.737979,0.734409
79.441136,0.703157
80.206796,0.765660
81.003708,0.796911
81.878748,0.875040
82.722537,0.843789
83.519448,0.796911
84.316360,0.796911
85.082020,0.765660
85.863305,0.781286
86.644591,0.781286
94.426197,0.687531
95.113729,0.687531
95.770009,0.656280
96.457540,0.687531
97.207575,0.750034
98.004486,0.796911
98.754520,0.750034
99.551432,0.796911
100.270215,0.718783
100.942121,0.671906
101.614026,0.671906
102.301558,0.687531
102.989089,0.687531
103.692246,0.703157
104.426655,0.734409
105.098561,0.671906
105.973601,0.875040
109.176872,0.656280
109.817527,0.640654
110.536310,0.718783
111.223841,0.687531
133.302977,0.796911
134.115514,0.812537
135.006180,0.890666
135.818717,0.812537
136.740634,0.921917
137.521920,0.781286
138.287580,0.765660
139.053240,0.765660
139.865777,0.812537
140.522057,0.656280
141.256466,0.734409
142.084629,0.828163
142.803412,0.718783
143.522195,0.718783
144.319106,0.796911
145.131643,0.812537
146.006683,0.875040
146.834846,0.828163
147.663009,0.828163
148.522424,0.859414
193.258846,0.734409
193.962003,0.703157
194.680786,0.718783
195.305815,0.625029
196.008972,0.703157
235.448277,0.703157
236.120183,0.671906
236.776463,0.656280
237.338989,0.562526
238.089023,0.750034
238.729678,0.640654
239.432835,0.703157
240.245372,0.812537
240.948529,0.703157
241.604809,0.656280
256.167976,0.531274
256.777379,0.609403
257.308653,0.531274
257.902430,0.593777
258.418079,0.515649
259.074359,0.656280
259.605633,0.531274
260.277539,0.671906
304.435810,0.578151
322.686646,0.656280
323.389803,0.703157
324.124212,0.734409
324.842994,0.718783
325.483649,0.640654
326.171180,0.687531
371.235743,0.796911
376.689118,0.671906
377.345398,0.656280
378.064181,0.718783
452.489462,0.734409
453.192620,0.703157
488.116093,0.656280
488.834876,0.718783
489.413028,0.578151
490.084933,0.671906
499.116597,0.656280
499.726000,0.609403
500.429157,0.703157
501.194817,0.765660
559.572489,0.687531
574.416919,0.687531
575.073199,0.656280
575.807607,0.734409
591.448948,0.765660
606.590266,0.718783
607.277798,0.687531
607.949703,0.671906
608.621609,0.671906
609.324766,0.703157
610.043549,0.718783
610.746706,0.703157
611.512367,0.765660
612.168647,0.656280
612.856178,0.687531
613.559335,0.703157
614.153112,0.593777
614.809392,0.656280
615.496924,0.687531
623.278530,0.765660
623.919184,0.640654
624.731722,0.812537
625.372376,0.640654
629.731951,0.734409
630.450733,0.718783
679.015456,0.421894
679.437351,0.421894
740.549523,0.734409
741.174552,0.625029
759.597270,0.359391
863.945797,0.578151
864.602077,0.656280
868.711640,0.656280
869.336668,0.625029
870.071077,0.734409
870.789860,0.718783
871.649274,0.859414
872.430560,0.781286
873.289974,0.859414
874.086886,0.796911
874.899423,0.812537
880.337172,0.625029
881.024704,0.687531
881.774738,0.750034
882.556024,0.781286
883.384187,0.828163
884.321729,0.937543
885.149892,0.828163
886.040558,0.890666
886.837470,0.796911
887.665632,0.828163
993.217339,0.718783
993.920496,0.703157
994.639279,0.718783
995.311185,0.671906
996.014342,0.703157
1090.768679,0.671906
1091.424959,0.656280
1092.128116,0.703157
1092.784396,0.656280
1093.487554,0.703157
1103.878654,0.875040
