"UUID","Major","Minor","Distance","RSSI","TXPower","UnixTime","009","2021-06-27 13:04:21","1624792061"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","55863","33526","99.58004753353637","-99.0","-62.0","1624792061"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","55863","33526","99.58004753353637","-99.0","-62.0","1624792061"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","7694","22423","121.53048665806539","-102.0","-62.0","1624792062"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","25552","62556","75.62592932455644","-95.0","-62.0","1624792062"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","55863","33526","106.48703097811492","-100.0","-62.0","1624792062"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","56164","29786","52.72970697134376","-90.0","-62.0","1624792062"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","7694","22423","121.53048665806539","-102.0","-62.0","1624792062"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","25552","62556","75.62592932455644","-95.0","-62.0","1624792062"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","55863","33526","106.48703097811492","-100.0","-62.0","1624792062"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","56164","29786","52.72970697134376","-90.0","-62.0","1624792062"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","7694","22423","93.0579659731465","-98.0","-62.0","1624792063"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","25552","62556","106.48703097811492","-100.0","-62.0","1624792063"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","55863","33526","86.90293917599661","-97.0","-62.0","1624792063"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","56164","29786","61.053989650023695","-92.0","-62.0","1624792063"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","5062","37145","70.47146688493694","-94.0","-62.0","1624792063"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","7694","22423","93.0579659731465","-98.0","-62.0","1624792064"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","25552","62556","106.48703097811492","-100.0","-62.0","1624792064"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","55863","33526","86.90293917599661","-97.0","-62.0","1624792064"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","56164","29786","61.053989650023695","-92.0","-62.0","1624792064"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","5062","37145","70.47146688493694","-94.0","-62.0","1624792064"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","7694","22423","121.53048665806539","-102.0","-62.0","1624792065"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","25552","62556","99.58004753353637","-99.0","-62.0","1624792065"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","56164","29786","70.47146688493694","-94.0","-62.0","1624792065"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","5062","37145","86.90293917599661","-97.0","-62.0","1624792065"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","33961","43227","113.79743867643704","-101.0","-62.0","1624792065"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","7694","22423","121.53048665806539","-102.0","-62.0","1624792065"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","25552","62556","99.58004753353637","-99.0","-62.0","1624792065"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","56164","29786","70.47146688493694","-94.0","-62.0","1624792065"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","5062","37145","86.90293917599661","-97.0","-62.0","1624792065"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","33961","43227","113.79743867643704","-101.0","-62.0","1624792065"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","7694","22423","93.0579659731465","-98.0","-62.0","1624792066"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","25552","62556","75.62592932455644","-95.0","-62.0","1624792066"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","55863","33526","86.90293917599661","-97.0","-62.0","1624792066"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","56164","29786","61.053989650023695","-92.0","-62.0","1624792066"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","5062","37145","106.48703097811492","-100.0","-62.0","1624792066"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","7694","22423","93.0579659731465","-98.0","-62.0","1624792066"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","25552","62556","75.62592932455644","-95.0","-62.0","1624792066"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","55863","33526","86.90293917599661","-97.0","-62.0","1624792066"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","56164","29786","61.053989650023695","-92.0","-62.0","1624792066"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","5062","37145","106.48703097811492","-100.0","-62.0","1624792066"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","7694","22423","86.90293917599661","-97.0","-62.0","1624792067"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","25552","62556","61.053989650023695","-92.0","-62.0","1624792067"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","56164","29786","48.94381892423255","-89.0","-62.0","1624792067"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","5062","37145","65.61906576043759","-93.0","-62.0","1624792067"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","7694","22423","86.90293917599661","-97.0","-62.0","1624792067"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","25552","62556","61.053989650023695","-92.0","-62.0","1624792067"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","56164","29786","48.94381892423255","-89.0","-62.0","1624792067"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","5062","37145","65.61906576043759","-93.0","-62.0","1624792067"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","25552","62556","81.09777716754685","-96.0","-62.0","1624792068"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","56164","29786","93.0579659731465","-98.0","-62.0","1624792068"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","5062","37145","121.53048665806539","-102.0","-62.0","1624792068"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","25552","62556","81.09777716754685","-96.0","-62.0","1624792068"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","56164","29786","93.0579659731465","-98.0","-62.0","1624792068"
"b9407f30-f5f8-466e-aff9-25556b57fe6d","5062","37145","121.53048665806539","-102.0","-62.0","1624792068"
