1565963482.000000, 1565963482.000000, 1565963482.000000
32.000000, 32.000000, 32.000000
35,-41,-25
32,-47,-26
35,-45,-29
31,-41,-28
30,-48,-26
33,-53,-25
34,-52,-27
32,-54,-28
29,-54,-25
28,-44,-26
28,-42,-26
31,-41,-27
32,-40,-28
39,-41,-24
40,-42,-23
42,-47,-28
40,-44,-28
37,-40,-29
33,-38,-31
33,-43,-34
35,-46,-31
41,-43,-30
41,-37,-28
40,-37,-29
38,-39,-32
38,-41,-34
38,-39,-32
41,-37,-31
42,-39,-32
42,-43,-30
39,-43,-33
38,-45,-33
36,-45,-33
33,-44,-32
32,-44,-31
31,-46,-32
29,-49,-33
30,-50,-35
27,-47,-31
25,-45,-34
26,-49,-35
33,-51,-37
32,-44,-36
30,-40,-34
39,-48,-34
52,-53,-25
57,-49,-27
71,-47,-35
65,-54,-31
59,-50,-32
41,-37,-43
40,-43,-36
40,-46,-35
44,-45,-32
44,-46,-30
44,-42,-33
37,-37,-31
33,-36,-32
34,-38,-33
41,-39,-27
40,-37,-23
40,-38,-23
33,-39,-28
31,-37,-29
24,-38,-29
31,-40,-29
36,-38,-25
33,-37,-22
34,-35,-24
32,-34,-25
27,-34,-28
28,-37,-27
31,-36,-25
37,-35,-27
37,-36,-23
36,-36,-24
34,-38,-26
34,-39,-29
35,-40,-26
39,-46,-26
39,-46,-26
38,-44,-27
35,-43,-30
32,-42,-35
35,-42,-30
41,-44,-28
40,-44,-26
40,-44,-25
38,-46,-27
37,-45,-28
35,-44,-27
35,-44,-27
36,-44,-25
34,-45,-23
30,-49,-22
31,-52,-24
31,-54,-24
29,-48,-23
29,-48,-22
29,-52,-26
30,-52,-24
30,-51,-24
27,-50,-20
24,-56,-19
31,-56,-26
27,-45,-22
23,-42,-28
22,-45,-29
27,-54,-27
32,-53,-26
32,-50,-25
30,-51,-28
29,-53,-29
31,-50,-30
33,-48,-27
34,-48,-29
32,-47,-33
27,-47,-36
27,-48,-35
33,-49,-30
34,-50,-28
32,-49,-28
29,-47,-28
29,-46,-29
30,-45,-29
30,-45,-27
31,-45,-28
29,-46,-27
28,-47,-29
26,-47,-30
26,-48,-30
29,-48,-28
30,-48,-27
31,-49,-27
34,-50,-27
34,-48,-28
34,-47,-28
33,-47,-28
30,-47,-31
29,-47,-30
28,-51,-30
28,-52,-29
30,-51,-26
29,-48,-25
29,-48,-25
28,-50,-26
27,-49,-26
28,-47,-24
30,-49,-25
30,-50,-26
30,-48,-27
30,-48,-27
29,-50,-27
29,-49,-27
30,-48,-27
32,-50,-27
33,-51,-26
32,-49,-26
33,-47,-28
33,-48,-27
33,-49,-27
34,-49,-28
34,-49,-27
33,-49,-27
30,-50,-27
29,-50,-27
28,-51,-27
28,-49,-27
29,-50,-26
30,-51,-26
31,-49,-26
30,-48,-25
29,-45,-26
28,-46,-26
29,-51,-27
28,-52,-26
30,-50,-26
31,-50,-26
29,-50,-26
29,-48,-27
27,-48,-30
29,-51,-27
33,-49,-27
33,-47,-26
31,-46,-27
32,-47,-27
28,-46,-29
29,-47,-29
33,-48,-29
33,-50,-28
33,-48,-26
33,-46,-26
29,-49,-28
28,-52,-27
30,-52,-27
32,-53,-25
29,-51,-26
29,-50,-26
26,-44,-29
23,-44,-26
23,-47,-21
35,-53,-23
37,-51,-28
30,-44,-21
30,-39,-27
23,-43,-34
26,-47,-32
37,-44,-25
38,-44,-25
39,-45,-28
41,-43,-27
38,-41,-31
41,-33,-33
40,-33,-35
39,-33,-35
42,-35,-36
44,-34,-34
47,-31,-36
47,-27,-33
47,-33,-37
47,-35,-37
47,-28,-32
48,-25,-35
49,-25,-36
47,-23,-33
50,-26,-36
50,-24,-37
46,-17,-38
46,-17,-39
42,-16,-39
45,-21,-38
48,-21,-35
53,-24,-33
55,-20,-36
51,-14,-33
50,-19,-37
45,-25,-36
48,-23,-38
49,-11,-36
51,-16,-37
50,-18,-38
47,-17,-42
45,-20,-39
46,-20,-39
49,-21,-35
50,-23,-36
50,-21,-37
45,-15,-36
41,-16,-40
42,-20,-37
48,-19,-37
50,-20,-34
48,-19,-35
46,-17,-40
47,-16,-38
48,-17,-37
48,-17,-39
47,-17,-38
46,-17,-38
45,-15,-40
46,-17,-38
46,-18,-38
45,-18,-38
44,-16,-38
46,-17,-39
48,-18,-39
49,-18,-40
48,-15,-39
46,-15,-42
45,-16,-41
47,-16,-41
48,-15,-40
49,-17,-40
49,-20,-38
49,-21,-38
48,-19,-37
45,-18,-41
40,-15,-39
40,-13,-40
43,-17,-37
51,-27,-37
52,-25,-36
51,-13,-39
39,-19,-37
40,-22,-42
44,-20,-36
50,-19,-33
53,-23,-35
53,-27,-33
51,-24,-33
51,-22,-38
51,-32,-35
49,-30,-35
28,13,-36
48,-41,-34
51,-42,-22
55,-37,-34
42,-17,-39
46,-33,-43
46,-40,-31
50,-28,-39
48,-30,-32
44,-34,-33
39,-42,-35
32,-39,-29
39,-31,-27
43,-37,-30
45,-42,-16
47,-46,-35
42,-43,-27
38,-38,-31
25,-31,-38
31,-45,-33
39,-46,-30
37,-37,-31
34,-35,-28
30,-37,-35
27,-51,-30
30,-51,-28
40,-43,-27
35,-44,-29
32,-43,-34
28,-38,-38
28,-46,-35
36,-46,-36
35,-49,-30
28,-38,-34
25,-35,-34
32,-50,-30
38,-53,-28
31,-44,-28
20,-33,-39
33,-52,-26
33,-49,-18
28,-35,-44
32,-49,-24
36,-47,-28
27,-38,-40
34,-45,-36
38,-52,-34
35,-48,-32
30,-39,-36
24,-34,-39
31,-41,-32
37,-43,-33
34,-44,-33
33,-45,-33
29,-42,-35
34,-48,-35
31,-42,-30
30,-37,-36
29,-40,-35
34,-41,-36
34,-43,-37
33,-42,-32
34,-43,-33
31,-41,-34
33,-45,-35
34,-45,-33
35,-43,-35
32,-43,-35
31,-41,-38
32,-41,-40
37,-44,-34
35,-39,-39
31,-42,-36
28,-43,-39
32,-41,-36
31,-37,-35
32,-40,-38
28,-36,-39
36,-48,-33
33,-42,-35
24,-33,-48
29,-45,-38
33,-42,-36
28,-32,-39
32,-43,-41
31,-38,-39
28,-31,-39
29,-42,-39
30,-37,-40
30,-36,-40
34,-41,-39
33,-41,-37
30,-39,-39
28,-39,-40
34,-42,-36
34,-40,-37
33,-44,-38
30,-42,-40
29,-40,-42
30,-41,-39
34,-44,-36
29,-38,-41
23,-34,-37
35,-47,-32
38,-51,-32
33,-46,-35
24,-42,-38
28,-43,-36
29,-37,-36
27,-36,-37
27,-38,-36
28,-45,-34
31,-48,-36
29,-42,-42
30,-43,-35
30,-41,-35
31,-44,-39
33,-42,-39
35,-40,-42
31,-34,-38
30,-37,-39
31,-40,-39
31,-38,-37
27,-35,-39
32,-41,-39
37,-47,-36
28,-35,-40
31,-38,-43
33,-43,-38
33,-35,-42
30,-37,-42
32,-41,-43
31,-33,-42
31,-35,-41
33,-38,-39
31,-39,-38
32,-37,-44
30,-37,-40
37,-40,-39
35,-38,-40
31,-37,-42
29,-37,-43
28,-37,-44
31,-39,-40
30,-38,-39
30,-36,-40
31,-37,-40
