1565944232.000000, 1565944232.000000, 1565944232.000000
32.000000, 32.000000, 32.000000
34,-51,-16
34,-51,-16
34,-51,-16
34,-51,-16
34,-51,-16
34,-51,-16
34,-51,-16
34,-51,-16
34,-50,-16
34,-51,-16
34,-51,-16
35,-51,-16
34,-51,-16
34,-51,-16
34,-51,-16
34,-51,-16
34,-51,-16
35,-51,-16
35,-50,-16
35,-51,-16
34,-51,-16
34,-51,-16
34,-51,-16
34,-51,-16
35,-51,-16
34,-51,-16
35,-50,-16
35,-50,-16
34,-51,-16
35,-50,-16
34,-50,-16
33,-51,-16
34,-52,-16
34,-52,-16
34,-51,-16
33,-49,-16
35,-50,-17
36,-48,-17
36,-49,-16
34,-51,-16
35,-51,-16
34,-52,-15
34,-51,-16
35,-51,-17
35,-51,-16
33,-48,-15
38,-52,-17
35,-50,-17
36,-51,-18
36,-50,-16
35,-49,-16
34,-50,-17
35,-50,-17
35,-50,-17
35,-50,-17
35,-50,-17
35,-49,-17
36,-49,-17
36,-49,-17
35,-49,-17
36,-50,-16
35,-50,-16
35,-50,-17
35,-50,-17
35,-50,-16
35,-49,-17
35,-49,-17
36,-50,-17
36,-50,-17
36,-50,-17
35,-50,-17
35,-50,-17
35,-50,-17
36,-50,-17
35,-50,-17
36,-49,-17
36,-49,-17
36,-50,-17
35,-50,-17
35,-50,-17
35,-50,-17
35,-50,-17
35,-50,-17
35,-50,-17
36,-50,-17
35,-49,-17
36,-50,-17
35,-50,-17
35,-50,-17
36,-50,-17
35,-50,-17
35,-50,-17
35,-50,-17
35,-50,-17
36,-50,-17
36,-50,-17
36,-50,-17
36,-49,-17
35,-50,-17
35,-50,-17
35,-50,-17
35,-50,-17
35,-50,-17
35,-50,-17
36,-50,-17
36,-50,-17
35,-50,-17
35,-49,-17
35,-50,-17
35,-50,-17
35,-50,-17
35,-50,-17
36,-50,-17
35,-50,-17
35,-49,-17
36,-49,-17
36,-50,-17
36,-50,-17
38,-49,-18
33,-49,-16
36,-51,-17
36,-51,-17
36,-49,-17
36,-50,-17
35,-50,-17
36,-49,-17
36,-49,-17
36,-50,-17
35,-50,-17
35,-50,-17
35,-50,-17
